category,answer_type,query,gold_answer,model_answer,hit@k,rr@k,recall@k,reranked_score,f1,em,acc
Most Favored Nation,BOOL,Does this agreement include any 'Most Favored Nation' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1923828125,,,1.0
Competitive Restriction Exception,BOOL,Does this agreement include any 'Competitive Restriction Exception' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.173828125,,,1.0
Non-Compete,BOOL,Does this agreement include any 'Non-Compete' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2451171875,,,1.0
Exclusivity,BOOL,Does this agreement include any 'Exclusivity' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1923828125,,,1.0
No-Solicit Of Customers,BOOL,Does this agreement include any 'No-Solicit Of Customers' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
No-Solicit Of Employees,BOOL,Does this agreement include any 'No-Solicit Of Employees' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
Non-Disparagement,BOOL,Does this agreement include any 'Non-Disparagement' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes.,1,1.0,1.0,0.75390625,,,1.0
Termination For Convenience,BOOL,Does this agreement include any 'Termination For Convenience' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
Rofr/Rofo/Rofn,BOOL,Does this agreement include any 'Rofr/Rofo/Rofn' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
Change Of Control,BOOL,Does this agreement include any 'Change Of Control' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2109375,,,1.0
Anti-Assignment,BOOL,Does this agreement include any 'Anti-Assignment' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes.,1,1.0,1.0,0.70703125,,,1.0
Revenue/Profit Sharing,BOOL,Does this agreement include any 'Revenue/Profit Sharing' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.22265625,,,1.0
Price Restrictions,BOOL,Does this agreement include any 'Price Restrictions' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
Minimum Commitment,BOOL,Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.08333333333333333,1.0,0.2109375,,,1.0
Volume Restriction,BOOL,Does this agreement include any 'Volume Restriction' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
Ip Ownership Assignment,BOOL,Does this agreement include any 'Ip Ownership Assignment' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.09090909090909091,1.0,0.173828125,,,1.0
Joint Ip Ownership,BOOL,Does this agreement include any 'Joint Ip Ownership' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.1,1.0,0.22265625,,,1.0
License Grant,BOOL,Does this agreement include any 'License Grant' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2333984375,,,1.0
Non-Transferable License,BOOL,Does this agreement include any 'Non-Transferable License' clause? Answer strictly with 'Yes' or 'No'.,No,Yes.,0,0.0,0.0,0.578125,,,0.0
Affiliate License-Licensor,BOOL,Does this agreement include any 'Affiliate License-Licensor' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.173828125,,,1.0
Affiliate License-Licensee,BOOL,Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2109375,,,1.0
Unlimited/All-You-Can-Eat-License,BOOL,Does this agreement include any 'Unlimited/All-You-Can-Eat-License' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.125,1.0,0.1923828125,,,1.0
Irrevocable Or Perpetual License,BOOL,Does this agreement include any 'Irrevocable Or Perpetual License' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
Source Code Escrow,BOOL,Does this agreement include any 'Source Code Escrow' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.09090909090909091,1.0,0.15625,,,1.0
Post-Termination Services,BOOL,Does this agreement include any 'Post-Termination Services' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.25,1.0,0.201171875,,,1.0
Audit Rights,BOOL,Does this agreement include any 'Audit Rights' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.2,1.0,0.1923828125,,,1.0
Uncapped Liability,BOOL,Does this agreement include any 'Uncapped Liability' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.16666666666666666,1.0,0.1640625,,,1.0
Cap On Liability,BOOL,Does this agreement include any 'Cap On Liability' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.14285714285714285,1.0,0.2109375,,,1.0
Liquidated Damages,BOOL,Does this agreement include any 'Liquidated Damages' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.16666666666666666,1.0,0.2333984375,,,1.0
Warranty Duration,DURATION,"What is the Warranty Duration in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",No,There is no warranty duration specified in the provided contract clauses.,1,0.1111111111111111,1.0,0.029296875,,0.0,
Insurance,BOOL,Does this agreement include any 'Insurance' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.07692307692307693,1.0,0.201171875,,,1.0
Covenant Not To Sue,BOOL,Does this agreement include any 'Covenant Not To Sue' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.5,1.0,0.1640625,,,1.0
Third Party Beneficiary,BOOL,Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.3333333333333333,1.0,0.125,,,1.0
Document Name,TEXT,What is the Document Name in this agreement?,COOPERATION AGREEMENT,"The Document Name in this agreement is ""COOPERATION AGREEMENT"".",1,0.07142857142857142,1.0,0.11962890625,0.3636363636363636,,
Parties,LIST_ENTITY,Who are the parties to this agreement? List the entity or individual names separated by semicolons.,"HPIL ENERGYTECH Inc. (""HPIL ET""); GINARES GROUP AG (""GINARES""); HPIL ET and GINARES (individually as ""Party, or collectively the ""Parties"")",HPIL ENERGYTECH Inc.;GINARES;GINARES GROUP AG,1,1.0,1.0,0.09619140625,0.5185185185185185,,
Agreement Date,DATE,What is the Agreement Date of this agreement? Answer strictly in the format mm/dd/yyyy.,1/5/15,01/05/2015,1,1.0,1.0,0.15625,,0.0,
Effective Date,DATE,What is the Effective Date of this agreement? Answer strictly in the format mm/dd/yyyy.,1/5/15,01/05/2015,1,0.5,1.0,0.1123046875,,0.0,
Expiration Date,DATE,What is the Expiration Date of this agreement? Answer strictly in the format mm/dd/yyyy.,1/5/16,01/05/2015,1,0.07142857142857142,1.0,0.11962890625,,0.0,
Governing Law,LOCATION,What is the Governing Law of this agreement? Answer with the name of a state or country only.,Nevada,Nevada,1,1.0,1.0,0.6796875,,1.0,
Most Favored Nation,BOOL,Does this agreement include any 'Most Favored Nation' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1923828125,,,1.0
Competitive Restriction Exception,BOOL,Does this agreement include any 'Competitive Restriction Exception' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.181640625,,,1.0
Non-Compete,BOOL,Does this agreement include any 'Non-Compete' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2451171875,,,1.0
Exclusivity,BOOL,Does this agreement include any 'Exclusivity' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
No-Solicit Of Customers,BOOL,Does this agreement include any 'No-Solicit Of Customers' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
No-Solicit Of Employees,BOOL,Does this agreement include any 'No-Solicit Of Employees' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1474609375,,,1.0
Non-Disparagement,BOOL,Does this agreement include any 'Non-Disparagement' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2451171875,,,1.0
Termination For Convenience,BOOL,Does this agreement include any 'Termination For Convenience' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes.,1,0.06666666666666667,1.0,0.1640625,,,1.0
Rofr/Rofo/Rofn,BOOL,Does this agreement include any 'Rofr/Rofo/Rofn' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.173828125,,,1.0
Change Of Control,BOOL,Does this agreement include any 'Change Of Control' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2109375,,,1.0
Anti-Assignment,BOOL,Does this agreement include any 'Anti-Assignment' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes.,1,1.0,1.0,0.5625,,,1.0
Revenue/Profit Sharing,BOOL,Does this agreement include any 'Revenue/Profit Sharing' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.22265625,,,1.0
Price Restrictions,BOOL,Does this agreement include any 'Price Restrictions' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
Minimum Commitment,BOOL,Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.08333333333333333,1.0,0.2109375,,,1.0
Volume Restriction,BOOL,Does this agreement include any 'Volume Restriction' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2109375,,,1.0
Ip Ownership Assignment,BOOL,Does this agreement include any 'Ip Ownership Assignment' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.09090909090909091,1.0,0.173828125,,,1.0
Joint Ip Ownership,BOOL,Does this agreement include any 'Joint Ip Ownership' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.1,1.0,0.22265625,,,1.0
License Grant,BOOL,Does this agreement include any 'License Grant' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2333984375,,,1.0
Non-Transferable License,BOOL,Does this agreement include any 'Non-Transferable License' clause? Answer strictly with 'Yes' or 'No'.,No,Yes.,0,0.0,0.0,0.34765625,,,0.0
Affiliate License-Licensor,BOOL,Does this agreement include any 'Affiliate License-Licensor' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.173828125,,,1.0
Affiliate License-Licensee,BOOL,Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2109375,,,1.0
Unlimited/All-You-Can-Eat-License,BOOL,Does this agreement include any 'Unlimited/All-You-Can-Eat-License' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.125,1.0,0.1923828125,,,1.0
Irrevocable Or Perpetual License,BOOL,Does this agreement include any 'Irrevocable Or Perpetual License' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
Source Code Escrow,BOOL,Does this agreement include any 'Source Code Escrow' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.1,1.0,0.15625,,,1.0
Post-Termination Services,BOOL,Does this agreement include any 'Post-Termination Services' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.3333333333333333,1.0,0.2109375,,,1.0
Audit Rights,BOOL,Does this agreement include any 'Audit Rights' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.25,1.0,0.1923828125,,,1.0
Uncapped Liability,BOOL,Does this agreement include any 'Uncapped Liability' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.2,1.0,0.1640625,,,1.0
Cap On Liability,BOOL,Does this agreement include any 'Cap On Liability' clause? Answer strictly with 'Yes' or 'No'.,Yes,No.,1,0.06666666666666667,1.0,0.2109375,,,0.0
Liquidated Damages,BOOL,Does this agreement include any 'Liquidated Damages' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.16666666666666666,1.0,0.2333984375,,,1.0
Warranty Duration,DURATION,"What is the Warranty Duration in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",No,There is no warranty duration specified in the provided contract clauses.,1,0.1111111111111111,1.0,0.029296875,,0.0,
Insurance,BOOL,Does this agreement include any 'Insurance' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.14285714285714285,1.0,0.201171875,,,1.0
Covenant Not To Sue,BOOL,Does this agreement include any 'Covenant Not To Sue' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.5,1.0,0.173828125,,,1.0
Third Party Beneficiary,BOOL,Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,1.0,1.0,0.125,,,1.0
Document Name,TEXT,What is the Document Name in this agreement?,INTERNET CHANNEL COOPERATION AGREEMENT,"The Document Name in this agreement is ""INTERNET CHANNEL COOPERATION AGREEMENT"".",1,0.07692307692307693,1.0,0.11962890625,0.5333333333333333,,
Parties,LIST_ENTITY,Who are the parties to this agreement? List the entity or individual names separated by semicolons.,"Beijing Baidu Netcom Science and Technology Co., Ltd. (""Party A""); China Online Housing (Hong Kong) Co., Ltd. (""Party B""); Beijing Yisheng Leju Information Services Co., Ltd (""Party C""); Party A, Party B, Party C (individually a ""Party"", collectively the ""Parties"")","China Online Housing (Hong Kong) Co., Ltd.;Beijing Yisheng Leju Information Services Co., Ltd.;Beijing Baidu Netcom Science and Technology Co., Ltd.;Party A;Party B;Party C",1,1.0,1.0,0.201171875,0.8235294117647058,,
Agreement Date,DATE,What is the Agreement Date of this agreement? Answer strictly in the format mm/dd/yyyy.,4/29/10,04/29/2010,1,0.5,1.0,0.2333984375,,0.0,
Effective Date,DATE,What is the Effective Date of this agreement? Answer strictly in the format mm/dd/yyyy.,4/29/10,04/29/2010,1,1.0,1.0,0.15625,,0.0,
Expiration Date,DATE,What is the Expiration Date of this agreement? Answer strictly in the format mm/dd/yyyy.,8/1/14,04/29/2010,1,0.05555555555555555,1.0,0.08447265625,,0.0,
Governing Law,LOCATION,What is the Governing Law of this agreement? Answer with the name of a state or country only.,People's Republic of China,PRC,1,0.08333333333333333,1.0,0.15625,,0.0,
Most Favored Nation,BOOL,Does this agreement include any 'Most Favored Nation' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1923828125,,,1.0
Competitive Restriction Exception,BOOL,Does this agreement include any 'Competitive Restriction Exception' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.181640625,,,1.0
Non-Compete,BOOL,Does this agreement include any 'Non-Compete' clause? Answer strictly with 'Yes' or 'No'.,Yes,No.,1,0.07692307692307693,1.0,0.392578125,,,0.0
Exclusivity,BOOL,Does this agreement include any 'Exclusivity' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes.,1,0.5,1.0,0.6640625,,,1.0
No-Solicit Of Customers,BOOL,Does this agreement include any 'No-Solicit Of Customers' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
No-Solicit Of Employees,BOOL,Does this agreement include any 'No-Solicit Of Employees' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1474609375,,,1.0
Non-Disparagement,BOOL,Does this agreement include any 'Non-Disparagement' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2333984375,,,1.0
Termination For Convenience,BOOL,Does this agreement include any 'Termination For Convenience' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
Rofr/Rofo/Rofn,BOOL,Does this agreement include any 'Rofr/Rofo/Rofn' clause? Answer strictly with 'Yes' or 'No'.,Yes,No.,1,0.05555555555555555,1.0,0.173828125,,,0.0
Change Of Control,BOOL,Does this agreement include any 'Change Of Control' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.29296875,,,1.0
Anti-Assignment,BOOL,Does this agreement include any 'Anti-Assignment' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes.,1,1.0,1.0,0.81640625,,,1.0
Revenue/Profit Sharing,BOOL,Does this agreement include any 'Revenue/Profit Sharing' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.22265625,,,1.0
Price Restrictions,BOOL,Does this agreement include any 'Price Restrictions' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
Minimum Commitment,BOOL,Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2109375,,,1.0
Volume Restriction,BOOL,Does this agreement include any 'Volume Restriction' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
Ip Ownership Assignment,BOOL,Does this agreement include any 'Ip Ownership Assignment' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.333984375,,,1.0
Joint Ip Ownership,BOOL,Does this agreement include any 'Joint Ip Ownership' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.22265625,,,1.0
License Grant,BOOL,Does this agreement include any 'License Grant' clause? Answer strictly with 'Yes' or 'No'.,No,Yes.,0,0.0,0.0,0.2333984375,,,0.0
Non-Transferable License,BOOL,Does this agreement include any 'Non-Transferable License' clause? Answer strictly with 'Yes' or 'No'.,No,Yes.,0,0.0,0.0,0.62109375,,,0.0
Affiliate License-Licensor,BOOL,Does this agreement include any 'Affiliate License-Licensor' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
Affiliate License-Licensee,BOOL,Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
Unlimited/All-You-Can-Eat-License,BOOL,Does this agreement include any 'Unlimited/All-You-Can-Eat-License' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1923828125,,,1.0
Irrevocable Or Perpetual License,BOOL,Does this agreement include any 'Irrevocable Or Perpetual License' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
Source Code Escrow,BOOL,Does this agreement include any 'Source Code Escrow' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.1,1.0,0.15625,,,1.0
Post-Termination Services,BOOL,Does this agreement include any 'Post-Termination Services' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,1.0,1.0,0.2109375,,,1.0
Audit Rights,BOOL,Does this agreement include any 'Audit Rights' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.1111111111111111,1.0,0.1923828125,,,1.0
Uncapped Liability,BOOL,Does this agreement include any 'Uncapped Liability' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.5,1.0,0.1640625,,,1.0
Cap On Liability,BOOL,Does this agreement include any 'Cap On Liability' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,1.0,1.0,0.2109375,,,1.0
Liquidated Damages,BOOL,Does this agreement include any 'Liquidated Damages' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.25,1.0,0.2333984375,,,1.0
Warranty Duration,DURATION,"What is the Warranty Duration in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",No,The Warranty Duration is not specified in the provided contract clauses.,1,0.2,1.0,0.029296875,,0.0,
Insurance,BOOL,Does this agreement include any 'Insurance' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.16666666666666666,1.0,0.201171875,,,1.0
Covenant Not To Sue,BOOL,Does this agreement include any 'Covenant Not To Sue' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.14285714285714285,1.0,0.173828125,,,1.0
Third Party Beneficiary,BOOL,Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.1111111111111111,1.0,0.125,,,1.0
Document Name,TEXT,What is the Document Name in this agreement?,COOPERATION AGREEMENT,"The Document Name in this agreement is ""COOPERATION AGREEMENT"".",1,0.06666666666666667,1.0,0.11962890625,0.3636363636363636,,
Parties,LIST_ENTITY,Who are the parties to this agreement? List the entity or individual names separated by semicolons.,"Meet Group, Inc. (""Company""); HARVEST SMALL CAP PARTNERS MASTER, LTD (""Investor"", collectively, the “Investors” or, with their respective affiliates and associates, the “Investor Group”); HARVEST SMALL CAP PARTNERS, L.P.  (“Investor” and collectively, the “Investors” or, with their respective affiliates and associates, the “Investor Group”); HARVEST CAPITAL STRATEGIES LLC (""Investor” and collectively, the “Investors” or, with their respective affiliates and associates, the “Investor Group”)","HARVEST SMALL CAP PARTNERS MASTER, LTD;HARVEST SMALL CAP PARTNERS, L.P.;HARVEST SMALL CAP PARTNERS GP, LLC;Meet Group, Inc.;Company;HARVEST CAPITAL STRATEGIES LLC",1,1.0,1.0,0.0810546875,0.4444444444444445,,
Agreement Date,DATE,What is the Agreement Date of this agreement? Answer strictly in the format mm/dd/yyyy.,6/27/17,[],0,0.0,0.0,0.10693359375,,0.0,
Governing Law,LOCATION,What is the Governing Law of this agreement? Answer with the name of a state or country only.,Delaware,Delaware,1,1.0,1.0,0.80859375,,1.0,
Most Favored Nation,BOOL,Does this agreement include any 'Most Favored Nation' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1923828125,,,1.0
Competitive Restriction Exception,BOOL,Does this agreement include any 'Competitive Restriction Exception' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.181640625,,,1.0
Non-Compete,BOOL,Does this agreement include any 'Non-Compete' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2451171875,,,1.0
Exclusivity,BOOL,Does this agreement include any 'Exclusivity' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1923828125,,,1.0
No-Solicit Of Customers,BOOL,Does this agreement include any 'No-Solicit Of Customers' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
No-Solicit Of Employees,BOOL,Does this agreement include any 'No-Solicit Of Employees' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.15625,,,1.0
Non-Disparagement,BOOL,Does this agreement include any 'Non-Disparagement' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes.,1,1.0,1.0,0.34765625,,,1.0
Termination For Convenience,BOOL,Does this agreement include any 'Termination For Convenience' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1640625,,,1.0
Rofr/Rofo/Rofn,BOOL,Does this agreement include any 'Rofr/Rofo/Rofn' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.173828125,,,1.0
Change Of Control,BOOL,Does this agreement include any 'Change Of Control' clause? Answer strictly with 'Yes' or 'No'.,Yes,Yes.,1,1.0,1.0,0.515625,,,1.0
Anti-Assignment,BOOL,Does this agreement include any 'Anti-Assignment' clause? Answer strictly with 'Yes' or 'No'.,Yes,No.,1,1.0,1.0,0.46875,,,0.0
Revenue/Profit Sharing,BOOL,Does this agreement include any 'Revenue/Profit Sharing' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.22265625,,,1.0
Price Restrictions,BOOL,Does this agreement include any 'Price Restrictions' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
Minimum Commitment,BOOL,Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.2109375,,,1.0
Volume Restriction,BOOL,Does this agreement include any 'Volume Restriction' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
Ip Ownership Assignment,BOOL,Does this agreement include any 'Ip Ownership Assignment' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.08333333333333333,1.0,0.173828125,,,1.0
Joint Ip Ownership,BOOL,Does this agreement include any 'Joint Ip Ownership' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.1,1.0,0.22265625,,,1.0
License Grant,BOOL,Does this agreement include any 'License Grant' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.09090909090909091,1.0,0.2333984375,,,1.0
Non-Transferable License,BOOL,Does this agreement include any 'Non-Transferable License' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.255859375,,,1.0
Affiliate License-Licensor,BOOL,Does this agreement include any 'Affiliate License-Licensor' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.173828125,,,1.0
Affiliate License-Licensee,BOOL,Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.201171875,,,1.0
Unlimited/All-You-Can-Eat-License,BOOL,Does this agreement include any 'Unlimited/All-You-Can-Eat-License' clause? Answer strictly with 'Yes' or 'No'.,No,No.,0,0.0,0.0,0.1923828125,,,1.0
Irrevocable Or Perpetual License,BOOL,Does this agreement include any 'Irrevocable Or Perpetual License' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.1111111111111111,1.0,0.1640625,,,1.0
Source Code Escrow,BOOL,Does this agreement include any 'Source Code Escrow' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.1,1.0,0.15625,,,1.0
Post-Termination Services,BOOL,Does this agreement include any 'Post-Termination Services' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.25,1.0,0.201171875,,,1.0
Audit Rights,BOOL,Does this agreement include any 'Audit Rights' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.2,1.0,0.1923828125,,,1.0
Uncapped Liability,BOOL,Does this agreement include any 'Uncapped Liability' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.16666666666666666,1.0,0.15625,,,1.0
Cap On Liability,BOOL,Does this agreement include any 'Cap On Liability' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.2,1.0,0.2109375,,,1.0
Liquidated Damages,BOOL,Does this agreement include any 'Liquidated Damages' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.125,1.0,0.2333984375,,,1.0
Warranty Duration,DURATION,"What is the Warranty Duration in this agreement? Answer with a number and unit, such as '3 years' or '12 months'.",No,There is no warranty duration specified in the provided contract clauses.,1,0.1,1.0,0.03759765625,,0.0,
Insurance,BOOL,Does this agreement include any 'Insurance' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.07692307692307693,1.0,0.201171875,,,1.0
Covenant Not To Sue,BOOL,Does this agreement include any 'Covenant Not To Sue' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.5,1.0,0.1640625,,,1.0
Third Party Beneficiary,BOOL,Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No.,1,0.3333333333333333,1.0,0.125,,,1.0
Document Name,TEXT,What is the Document Name in this agreement?,Cooperation Agreement,"The Document Name in this agreement is ""Cooperation Agreement"".",1,1.0,1.0,0.1474609375,0.3636363636363636,,
Parties,LIST_ENTITY,Who are the parties to this agreement? List the entity or individual names separated by semicolons.,"Otkritie Investments Cyprus Limited (“OICL” and together with its Affiliates, “Otkritie”); QIWI plc (“QIWI”, and, together with its Affiliates, “QIWI Group”); OICL and QIWI (individually as ""Parties"" and together as ""Parties"")",OICL;QIWI;Otkritie;QIWI Group;Otkritie Investments Cyprus Limited;QIWI plc,1,0.07692307692307693,1.0,0.06787109375,0.5238095238095238,,
Agreement Date,DATE,What is the Agreement Date of this agreement? Answer strictly in the format mm/dd/yyyy.,6/2/15,10/15/2014,0,0.0,0.0,0.125,,0.0,
Expiration Date,DATE,What is the Expiration Date of this agreement? Answer strictly in the format mm/dd/yyyy.,6/2/20,06/02/2015,1,0.06666666666666667,1.0,0.15625,,0.0,
